company_id,link,title,phone,address,district,email
200,https://www.spyur.am//am/companies/hoster-gigant-software-development-company/30328,«ՀՈՍԹԵՐ ԳԻԳԱՆՏ» ԾՐԱԳՐԱՅԻՆ ԱՊԱՀՈՎՄԱՆ ՄՇԱԿՄԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ,['tel:+37477555377'],"Հայաստան, Երևան",,info@hostergigant.net
201,https://www.spyur.am//am/companies/aparg/30330,«ԱՓԱՐԳ»,"['tel:+37491777855', 'tel:+37498779952']","Հայաստան, 0037, Երևան
Կարապետ Ուլնեցու փող., 31/3 շենք",(Քանաքեռ-Զեյթուն վարչ. շրջան),info@aparg.com
203,https://www.spyur.am//am/companies/toolbox/30358,«ԹՈՒԼԲՈՔՍ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),"['tel:+37444700180', 'tel:+37495700180']","Հայաստան, Երևան
Կարապետ Ուլնեցու փող., 58/17 շենք",(Քանաքեռ-Զեյթուն վարչ. շրջան),info@toolbox.am
204,https://www.spyur.am//am/companies/reload/30378,«ՌԵԼՈԱԴ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),['tel:+37477388083'],"Հայաստան, 0043, Երևան
Շարուրի փող., 47/1 շենք",(Շենգավիթ վարչ. շրջան),info@reload.am
207,https://www.spyur.am//am/companies/trio-soft/30777,«ՏՐԻՈ ՍՈՖԹ»,['tel:+37491196686'],"Հայաստան, 0025, Երևան
Չարենցի փող., 1 շենք, 5-րդ հարկ",(Կենտրոն վարչ. շրջան),info@triosoft.am
208,https://www.spyur.am//am/companies/network-builders/30910,«ՆԵԹՎՈՐՔ ԲԻԼԴԵՐՍ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),['tel:+37491226023'],"Հայաստան, 0087, Երևան
Ավանեսովի փող., 5 շենք",(Էրեբունի վարչ. շրջան),info@networkbuilders.am
209,https://www.spyur.am//am/companies/astudio-web-design-and-development-company/31717,«ԱՍՏՈՒԴԻՈ» ՎԵԲ-ԴԻԶԱՅՆԻ ԵՎ ԾՐԱԳՐԱՎՈՐՄԱՆ ԸՆԿԵՐՈՒԹՅՈՒՆ,"['tel:+37477355555', 'tel:+37499355005']","Հայաստան, 0036, Երևան
Հալաբյան փող., 38/15 շենք, 2-րդ հարկ",(Աջափնյակ վարչ. շրջան),info@astudio.am
210,https://www.spyur.am//am/companies/tv-net-cable-tv-company/31887,«ԹԻ ՎԻ ՆԵՏ» ՄԱԼՈՒԽԱՅԻՆ ՀԵՌՈՒՍՏԱԸՆԿԵՐՈՒԹՅՈՒՆ,"['tel:+37460370808', 'tel:+37410370808']","Հայաստան, 0038, Երևան
Էստոնական փող., 12/1 շենք",(Աջափնյակ վարչ. շրջան),tvnetarmenia@gmail.com
212,https://www.spyur.am//am/companies/ifix-group/32041,«ԱՅՖԻՔՍ ԳՐՈՒՊ» սահմանափակ պատասխանատվությամբ ընկերություն (ՍՊԸ),['tel:+37491570150'],"Հայաստան, Երևան
Կոմիտասի պող., 59 շենք",(Արաբկիր վարչ. շրջան),info@ifixgroup.com
214,https://www.spyur.am//am/companies/targsys/32218,«ԹԱՐԳՍԻՍ»,"['tel:+37499509195', 'tel:+37460509191']","Հայաստան, 0005, Երևան
Տիգրան Մեծի պող., 65ա շենք",(Էրեբունի վարչ. շրջան),info@targsys.com
